,id,institution,rank,city,state,state_full,website,institution_level,institution_control,degree_graning_status,undergraduate_offering,graduate_offering,urbanization_degree,distance_education_offered,distance_education_programs_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location,lat,lon
52,53,Boise Bible College,150+,Boise,ID,Idaho,boisebible.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,Suburb: Large,Implied no,0,25,,26.0,Required,Required,Required,52,47,90.38,26,55.32,450.0,560.0,430.0,500.0,20.0,22.0,17.0,21.0,17.0,23.0,12450.0,650.0,12450.0,650.0,13100,13100,"8695 W Marigold St, Boise, Idaho 83714-1220",3399,"(43.61565435, -116.26019628252882)",43.61565435, -116.26019628252882
53,54,Boise State University,150+,Boise,ID,Idaho,www.boisestate.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,65.0,21.0,Not Required,Required,Required,15511,12020,77.49,2845,23.67,520.0,610.0,510.0,600.0,21.0,26.0,20.0,26.0,19.0,26.0,22452.0,2536.0,5532.0,2536.0,24988,8068,"1910 University Dr, Boise, Idaho 83725",3399,"(43.60371365, -116.20475665000001)",43.60371365, -116.20475665000001
54,55,Boston Baptist College,150+,Boston,MA,Massachusetts,boston.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Large,Yes,0,50,,55.0,Required,Required,Recommended,18,14,77.78,8,57.14,500.0,630.0,480.0,560.0,10.0,26.0,16.0,23.0,14.0,26.0,11400.0,1200.0,11400.0,1200.0,12600,12600,"950 Metropolitan Ave, Boston, Massachusetts 02136-4030",3400,"(42.25360345833333, -71.1108195)",42.25360345833333, -71.1108195
55,56,Boston University,42,Boston,MA,Massachusetts,www.bu.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,80,95.0,84.0,Required,Required,Required,61007,12254,20.09,2914,23.78,640.0,720.0,670.0,780.0,30.0,34.0,30.0,35.0,27.0,33.0,56854.0,1218.0,56854.0,1218.0,58072,58072,"One Silber Way, Boston, Massachusetts 02215",3400,"(42.349902, -71.1004648)",42.349902, -71.1004648
56,57,Bowie State University,150+,Bowie,MD,Maryland,www.bowiestate.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,0,40,40.0,15.0,Not Required,Considered,Considered,5168,4197,81.21,970,23.11,440.0,520.0,410.0,500.0,16.0,19.0,15.0,20.0,15.0,17.0,16338.0,2798.0,5646.0,2798.0,19136,8444,"14000 Jericho Park Rd, Bowie, Maryland 20715-9465",9358,"(39.01811975, -76.75977982674999)",39.01811975, -76.75977982674999
57,58,Bowling Green State University-Main Campus,150+,Bowling Green,OH,Ohio,www.bgsu.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Fringe,Yes,1,45,45.0,38.0,Not Required,Required,Required,17341,13057,75.3,3081,23.6,510.0,610.0,510.0,600.0,20.0,26.0,19.0,25.0,18.0,25.0,17452.0,2110.0,9463.0,2110.0,19562,11573,"McFall Ctr, Bowling Green, Ohio 43403",12757,"(41.3754294, -83.64100168179442)",41.3754294, -83.64100168179442
58,59,Bradley University,150+,Peoria,IL,Illinois,www.bradley.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,0,40.0,60.0,Recommended,Considered,Not Required,10202,7476,73.28,1027,13.74,540.0,630.0,540.0,650.0,22.0,28.0,22.0,29.0,22.0,27.0,35060.0,420.0,35060.0,420.0,35480,35480,"1501 W BRADLEY AVE, Peoria, Illinois 61625-0001",9764,"(40.6981131, -89.615503425)",40.6981131, -89.615503425
59,60,Brenau University,150+,Gainesville,GA,Georgia,www.brenau.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,0,0.0,32.0,Recommended,Considered,Required,1139,1050,92.19,175,16.67,490.0,600.0,440.0,560.0,17.0,23.0,15.0,22.0,16.0,23.0,30000.0,1720.0,30000.0,1720.0,31720,31720,"500 Washington Street SE, Gainesville, Georgia 30501-3668",7938,"(34.3028793, -83.8215664)",34.3028793, -83.8215664
60,61,Brescia University,150+,Owensboro,KY,Kentucky,www.brescia.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,25,50.0,24.0,Not Required,Considered,Required,2490,1191,47.83,156,13.1,482.0,540.0,503.0,545.0,19.0,25.0,18.0,25.0,17.0,24.0,24500.0,600.0,24500.0,600.0,25100,25100,"717 Frederica St, Owensboro, Kentucky 42301-3023",9294,"(37.769511427672654, -87.11296464455334)",37.769511427672654, -87.11296464455334
61,62,Brown University,14,Providence,RI,Rhode Island,www.brown.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,0,75,75.0,85.0,Required,Considered,Recommended,36793,2822,7.67,1756,62.23,710.0,770.0,730.0,790.0,33.0,35.0,34.0,36.0,30.0,35.0,59254.0,1442.0,59254.0,1442.0,60696,60696,"One Prospect Street, Providence, Rhode Island 02912",8406,"(41.8348554, -71.406433)",41.8348554, -71.406433
62,63,Bucknell University,150+,Lewisburg,PA,Pennsylvania,www.bucknell.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Implied no,0,40,50.0,85.0,Required,Considered,Required,9890,3712,37.53,986,26.56,620.0,700.0,630.0,730.0,28.0,32.0,29.0,34.0,26.0,30.0,57882.0,320.0,57882.0,320.0,58202,58202,"One Dent Drive, Lewisburg, Pennsylvania 17837",12452,"(40.9575163, -76.8868146)",40.9575163, -76.8868146
63,64,Bushnell University,150+,Eugene,OR,Oregon,www.bushnell.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,0,0.0,43.0,Considered,Considered,Required,415,283,68.19,89,31.45,520.0,595.0,495.0,585.0,16.0,25.0,15.0,23.0,16.0,25.0,32100.0,220.0,32100.0,220.0,32320,32320,"828 E. 11th Ave., Eugene, Oregon 97401-3745",9224,"(44.0475471, -123.0776033)",44.0475471, -123.0776033
64,65,Butler University,150+,Indianapolis,IN,Indiana,www.butler.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,0.0,73.0,Recommended,Considered,Required,14592,11045,75.69,1104,10.0,580.0,660.0,570.0,660.0,25.0,30.0,24.0,31.0,24.0,29.0,42410.0,990.0,42410.0,990.0,43400,43400,"4600 Sunset Ave, Indianapolis, Indiana 46208",3431,"(39.839532, -86.16903)",39.839532, -86.16903
65,66,Cabarrus College of Health Sciences,150+,Concord,NC,North Carolina,www.atriumhealth.org/education/cabarrus-college-of-health-sciences,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,50,50.0,,Required,Required,Recommended,65,23,35.38,18,78.26,505.0,555.0,485.0,530.0,17.0,22.0,15.0,22.0,17.0,21.0,13446.0,520.0,13446.0,520.0,13966,13966,"401 Medical Park Drive, Concord, North Carolina 28025-3959",11983,"(35.44001685, -80.60087348119572)",35.44001685, -80.60087348119572
66,67,California Baptist University,150+,Riverside,CA,California,www.calbaptist.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,45,45.0,36.0,Recommended,Required,Recommended,6961,5581,80.18,1360,24.37,480.0,580.0,480.0,570.0,18.0,25.0,18.0,24.0,17.0,25.0,33930.0,2410.0,33930.0,2410.0,36340,36340,"8432 Magnolia Ave, Riverside, California 92504-3297",3473,"(33.928323899999995, -117.42592062058485)",33.928323899999995, -117.42592062058485
67,68,California Institute of Technology,9,Pasadena,CA,California,www.caltech.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Implied no,0,75,100.0,81.0,Required,Required,Required,8007,536,6.69,225,41.98,740.0,780.0,790.0,800.0,35.0,36.0,35.0,36.0,35.0,36.0,54570.0,2292.0,54570.0,2292.0,56862,56862,"1200 E California Blvd, Pasadena, California 91125",12291,"(34.1359061, -118.1257822)",34.1359061, -118.1257822
68,69,California Lutheran University,150+,Thousand Oaks,CA,California,www.callutheran.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,25,50.0,69.0,Required,Required,Required,5568,4142,74.39,516,12.46,540.0,620.0,530.0,620.0,20.0,27.0,20.0,27.0,18.0,26.0,45500.0,482.0,45500.0,482.0,45982,45982,"60 W Olsen Rd, Thousand Oaks, California 91360-2787",7813,"(34.22576693993819, -118.87485966697385)",34.22576693993819, -118.87485966697385
69,70,California Polytechnic State University-San Luis Obispo,150+,San Luis Obispo,CA,California,calpoly.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Small,Yes,1,70,70.0,48.0,Not Required,Required,Not Required,52371,20127,38.43,4789,23.79,610.0,690.0,610.0,720.0,26.0,32.0,25.0,34.0,26.0,31.0,17622.0,8349.0,5742.0,4329.0,25971,10071,"1 Grand Ave., San Luis Obispo, California 93407",9731,"(35.3074623, -120.66464833678835)",35.3074623, -120.66464833678835
70,71,California State Polytechnic University-Pomona,150+,Pomona,CA,California,www.cpp.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,0,70,70.0,21.0,Not Required,Required,Not Required,38026,24646,64.81,4323,17.54,500.0,610.0,510.0,640.0,19.0,27.0,18.0,26.0,18.0,27.0,17622.0,1696.0,5742.0,1696.0,19318,7438,"3801 W Temple Avenue, Pomona, California 91768",9234,"(34.0527929, -117.8102899)",34.0527929, -117.8102899
71,72,California State University-Chico,150+,Chico,CA,California,www.csuchico.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,70,70.0,28.0,Not Required,Required,Not Required,19999,18034,90.17,2316,12.84,490.0,590.0,480.0,580.0,18.0,24.0,16.0,24.0,17.0,24.0,17622.0,2122.0,5742.0,2122.0,19744,7864,"Normal St, Chico, California 95929-0150",8019,"(39.728469, -121.8431628)",39.728469, -121.8431628
72,73,California State University-Fresno,150+,Fresno,CA,California,www.fresnostate.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,70,70.0,16.0,Not Required,Required,Not Required,15448,13920,90.11,3693,26.53,450.0,560.0,440.0,540.0,16.0,21.0,14.0,21.0,16.0,21.0,17622.0,901.0,5742.0,901.0,18523,6643,"5241 N Maple Ave, Fresno, California 93740",3420,"(36.81387055, -119.74462214862828)",36.81387055, -119.74462214862828
73,74,California State University-Fullerton,150+,Fullerton,CA,California,www.fullerton.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,70,70.0,22.0,Not Required,Required,Not Required,45449,30733,67.62,5425,17.65,500.0,590.0,500.0,590.0,18.0,23.0,17.0,23.0,17.0,24.0,17622.0,1211.0,5742.0,1211.0,18833,6953,"800 N State College Blvd, Fullerton, California 92831-3599",13128,"(33.8788419, -117.8831641)",33.8788419, -117.8831641
74,75,California State University-Long Beach,150+,Long Beach,CA,California,www.csulb.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,70,70.0,17.0,Not Required,Required,Not Required,67426,28400,42.12,4908,17.28,510.0,620.0,510.0,620.0,20.0,26.0,19.0,26.0,18.0,26.0,17622.0,1092.0,5742.0,1092.0,18714,6834,"1250 Bellflower Blvd, Long Beach, California 90840-0115",3441,"(33.783723408270355, -118.12223378917277)",33.783723408270355, -118.12223378917277
75,76,California State University-Los Angeles,150+,Los Angeles,CA,California,www.calstatela.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,0,70,70.0,9.0,Not Required,Required,Not Required,31442,24046,76.48,4000,16.63,440.0,530.0,430.0,530.0,15.0,20.0,14.0,21.0,16.0,20.0,17622.0,1039.0,5742.0,1039.0,18661,6781,"5151 State University Dr, Los Angeles, California 90032-8506",3442,"(34.066494899999995, -118.16714151663223)",34.066494899999995, -118.16714151663223
76,77,California State University-Sacramento,150+,Sacramento,CA,California,www.csus.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,70,70.0,9.0,Not Required,Required,Not Required,25734,21383,83.09,3761,17.59,470.0,570.0,460.0,560.0,17.0,23.0,15.0,23.0,16.0,23.0,17622.0,1676.0,5742.0,1676.0,19298,7418,"6000 J St, Sacramento, California 95819-2694",3475,"(38.5631797, -121.423762)",38.5631797, -121.423762
77,78,California State University-San Bernardino,150+,San Bernardino,CA,California,www.csusb.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,70,70.0,12.0,Not Required,Required,Not Required,14435,11277,78.12,2286,20.27,460.0,540.0,450.0,540.0,15.0,20.0,14.0,20.0,16.0,20.0,17622.0,1210.0,5742.0,1210.0,18832,6952,"5500 University Parkway, San Bernardino, California 92407-2393",3481,"(34.18191745, -117.32174391836504)",34.18191745, -117.32174391836504
78,79,California State University-San Marcos,150+,San Marcos,CA,California,www.csusm.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,70,70.0,16.0,Not Required,Required,Not Required,15413,12241,79.42,2255,18.42,480.0,570.0,470.0,560.0,17.0,22.0,15.0,22.0,16.0,22.0,17622.0,1970.0,5742.0,1970.0,19592,7712,"333 S Twin Oaks Valley Rd, San Marcos, California 92096-0001",39513,"(33.1282436, -117.1599896)",33.1282436, -117.1599896
79,80,Calvin University,150+,Grand Rapids,MI,Michigan,www.calvin.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,35,0.0,62.0,Considered,Required,Required,3199,2342,73.21,644,27.5,550.0,650.0,550.0,670.0,23.0,30.0,23.0,32.0,24.0,29.0,37600.0,206.0,37600.0,206.0,37806,37806,"3201 Burton Street SE, Grand Rapids, Michigan 49546",3423,"(42.9320314, -85.58036402193719)",42.9320314, -85.58036402193719
80,81,Canisius College,150+,Buffalo,NY,New York,www.canisius.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,0.0,63.0,Recommended,Considered,Required,3453,2625,76.02,415,15.81,520.0,620.0,520.0,620.0,21.0,27.0,,,,,28630.0,1600.0,28630.0,1600.0,30230,30230,"2001 Main Street, Buffalo, New York 14208-1098",3402,"(42.92482775, -78.85333028293863)",42.92482775, -78.85333028293863
81,82,Cardinal Stritch University,150+,Milwaukee,WI,Wisconsin,www.stritch.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,0,0.0,28.0,Not Required,Required,Required,736,566,76.9,77,13.6,505.0,565.0,470.0,535.0,17.0,23.0,17.0,23.0,16.0,21.0,33070.0,700.0,33070.0,700.0,33770,33770,"6801 N Yates Rd, Milwaukee, Wisconsin 53217-3985",3449,"(43.13984865, -87.90831412702983)",43.13984865, -87.90831412702983
82,83,Carleton College,150+,Northfield,MN,Minnesota,www.carleton.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,Town: Distant,Implied no,0,0,,88.0,Required,Considered,Required,6892,1460,21.18,453,31.03,660.0,750.0,670.0,770.0,30.0,34.0,32.0,35.0,27.0,34.0,58968.0,384.0,58968.0,384.0,59352,59352,"One North College Street, Northfield, Minnesota 55057",11087,"(44.47183535, -93.14145805901515)",44.47183535, -93.14145805901515
83,84,Carlow University,150+,Pittsburgh,PA,Pennsylvania,www.carlow.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,0.0,38.0,Considered,Required,Required,650,614,94.46,211,34.36,500.0,580.0,480.0,560.0,19.0,24.0,19.0,23.0,17.0,23.0,30542.0,904.0,30542.0,904.0,31446,31446,"3333 Fifth Ave, Pittsburgh, Pennsylvania 15213-3165",3467,"(40.4387079, -79.96367803399265)",40.4387079, -79.96367803399265
84,85,Carnegie Mellon University,25,Pittsburgh,PA,Pennsylvania,www.cmu.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,75,75.0,75.0,Required,Considered,Required,26189,4524,17.27,1637,36.18,700.0,760.0,760.0,800.0,33.0,35.0,33.0,36.0,33.0,35.0,57560.0,1250.0,57560.0,1250.0,58810,58810,"5000 Forbes Avenue, Pittsburgh, Pennsylvania 15213-3890",3467,"(40.444230899999994, -79.94337163609757)",40.444230899999994, -79.94337163609757
85,86,Carolinas College of Health Sciences,150+,Charlotte,NC,North Carolina,www.carolinascollege.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Large,Yes,1,60,,,Not Required,Required,Required,56,18,32.14,15,83.33,470.0,570.0,490.0,540.0,,,,,,,13752.0,1672.0,13752.0,1672.0,15424,15424,"2110 Water Ridge Parkway, Charlotte, North Carolina 28217",3403,"(35.18266679168826, -80.92454248536959)",35.18266679168826, -80.92454248536959
86,87,Carroll College,150+,Helena,MT,Montana,www.carroll.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Remote,Yes,1,0,55.0,50.0,Considered,Considered,Required,1449,1058,73.02,270,25.52,550.0,650.0,540.0,640.0,22.0,27.0,21.0,27.0,20.0,26.0,36182.0,1080.0,36182.0,1080.0,37262,37262,"1601 N Benton Ave, Helena, Montana 59625-0002",7550,"(46.601443, -112.041204)",46.601443, -112.041204
